,open,high,low,close,volume,date_time,title
198,2318.4,2329.6,2301.74,2318.54,3285592,2017-06-07,Netflix Option Alert: Jan 18 $400 Calls Sweep (2) near the Ask: 725 @ $0.41 vs 12300 OI; Earnings 1/22 After Close [est] Ref=$292.41
199,2325.68,2336.18,2307.76,2322.32,3666393,2017-06-08,Short Sellers Take $23B Hit As US Markets Bounce Back
200,2327.78,2327.78,2163.0,2212.42,10255110,2017-06-09,A Bullish View On A New Sector ETF
201,2174.2,2177.42,2076.34,2120.16,14045559,2017-06-12,UK Parliament Leaks Facebook Emails Suggesting Anti-Competitive Inclinations
202,2161.32,2179.52,2101.82,2138.08,8379437,2017-06-13,Most FAANG Stocks Are In Bear Territory — But Still A Good Bet For Long-Term Investors
203,2160.76,2178.68,2103.92,2130.8,6364572,2017-06-14,"CORRECTION: Deutsche Bank Did Not Initiate On Netflix This Morning; Bloomberg Reported Stock Was Initiated With Sell Rating At DZ Bank; However, We Are Not Yet Able To Confirm This Initiation At DZ Bank"
204,2092.16,2135.84,2062.2,2124.64,6976720,2017-06-15,Netflix Option Alert: Jan 25 $350 Calls Sweep (6) near the Ask: 675 @ $1.819 vs 18 OI; Earnings 1/22 After Close [est] Ref=$273.105
205,2120.3,2149.42,2105.46,2133.32,6751799,2017-06-16,'Netflix's Movie Blitz Takes Aim at Hollywood's Heart' -Sunday Article From NY Times
206,2160.06,2178.12,2133.74,2147.6,6461866,2017-06-19,MKM Expects Netflix To Post 30% Returns For The Next 5 Years
207,2151.52,2163.0,2119.6,2128.7,4850911,2017-06-20,Jefferies: Manchester United Has 'Unparalleled Reach' Among Sports Teams
208,2135.0,2175.32,2131.64,2170.42,5783436,2017-06-21,"Facebook Has Another Data Privacy Problem, This Time Involving Amazon, Netflix And More"
209,2171.82,2172.8,2151.8,2168.46,3735995,2017-06-22,Hearing Buckingham Research Lowered Netflix Price Target From $406 To $382
210,2170.14,2214.66,2152.64,2212.28,6086644,2017-06-23,Netflix shares are trading down 4.3% after Buckingham Research lowered the price target from $406 to $382.
211,2222.92,2239.58,2191.84,2205.0,5951060,2017-06-26,"Despite Privacy Missteps, Analysts Still Like Facebook"
212,2192.68,2197.72,2110.08,2114.42,7386827,2017-06-27,Losing Its FAANG: Market Struggles In 2018 As Tech Rally Slows
213,2122.96,2158.8,2101.68,2147.74,5522740,2017-06-28,"Bulls & Bears Of The Week: Best Buy, Coca-Cola, Ford, Hilton, Netflix And More"
214,2139.48,2139.48,2072.0,2101.26,7106930,2017-06-29,Holiday Cheer Hard To Find Following Wall Street's Worst Week In A Decade
215,2096.64,2109.94,2077.88,2091.74,5164844,2017-06-30,"Pivotal's Predictions For Media, Internet And Communications In 2019"
216,2097.2,2106.3,2041.2,2046.38,3907790,2017-07-03,"Stocks across sectors are trading lower, reversing course after strong gains on Wednesday."
217,2052.12,2075.64,2038.12,2066.54,4469163,2017-07-05,Netflix Leases Space for India HQ in Mumbai
218,2045.82,2061.78,2019.5,2047.5,5253871,2017-07-06,12 Tech Trends To Watch Over The Next 12 Months
219,2053.1,2110.5,2053.1,2102.52,5490809,2017-07-07,Netflix Says Will No Longer Support iTunes As A Method For Payment By New Members
220,2104.76,2145.22,2095.1,2137.38,5113353,2017-07-10,"'Took off my blindfold this morning to discover that 45,037,125 Netflix accounts have already watched Bird Box — best first 7 days ever for a Netflix film!' -Tweet From Netflix Film"
221,2133.18,2173.22,2121.7,2160.62,4824579,2017-07-11,Netflix Option Alert: Jan 11 $290 Calls Sweep (30) near the Ask: 500 @ $3.1 vs 303 OI; Earnings 1/22 After Close [est] Ref=$266.87
222,2180.78,2223.2,2180.78,2222.5,8095303,2017-07-12,Loup Ventures: Apple Services Model Is Sound Despite Netflix Exit
223,2219.14,2241.82,2197.72,2214.94,6666000,2017-07-13,Netflix Hires Spencer Neumann Away from Activision Blizzard as CFO
224,2230.2,2258.9,2211.58,2255.68,5412128,2017-07-14,"Hearing Suntrust Lowers Netflix Price Target, Says Subscriber Tracker Points To Q4 Sub Adds Being Below Guidance; Unconfirmed"
225,2280.74,2289.7,2240.28,2263.8,12299024,2017-07-17,Netflix shares are trading lower on unconfirmed reports that Suntrust lowered the company's price target; The lowered price target is reportedly attributed to Q4 subscriber additions being below guidance.
226,2465.68,2590.0,2439.36,2570.4,40126110,2017-07-18,"SunTrust Cuts Netflix Price Target, Doesn't Expect Upside In Q4 Subscribers"
227,2561.58,2620.38,2544.5,2574.04,17149580,2017-07-19,Volatile Start To 2019 Amid Weak China Manufacturing Data
228,2573.76,2602.88,2557.8,2570.4,7688768,2017-07-20,Netflix Names Spencer Neumann CFO
229,2558.08,2681.0,2557.94,2639.56,9215232,2017-07-21,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Wed., Jan. 2, 2019"
230,2641.66,2663.5,2618.14,2630.74,8646192,2017-07-24,Tech stocks shares are trading lower after Apple cut Q1 sales guidance drastically.
231,2629.06,2641.24,2601.34,2617.58,5357533,2017-07-25,"Apple Makes Drastic Cut To Q1 Sales Guidance, With iPhone Performance To Blame"
232,2627.8,2655.8,2625.14,2647.12,4354866,2017-07-26,Netflix To Reclassify Certain Streaming Personnel Related Expenses On Its Consolidated Statement Of Operations Effective For Q4 Of 2018
233,2658.46,2660.0,2511.32,2557.52,11013995,2017-07-27,"Apple's Lowered Guidance Underscores Worries About Trade, Global Growth"
234,2548.0,2590.42,2536.52,2576.56,6166404,2017-07-28,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Thurs., Jan. 3, 2019"
235,2579.64,2589.58,2529.1,2543.24,4776740,2017-07-31,"Goldman Sees Amazon, Alphabet, PayPal, GrubHub, Netflix As Best Risk/Reward In US Internet Space, Sees Spotify, Twitter As Stocks Which Offer Most Upside From Current Levels"
236,2554.86,2584.68,2540.02,2548.42,5003248,2017-08-01,"UPDATE: Goldman On Netflix, In Addition To Suggesting Stock Had One Of The Best Risk/Rewards In Internet Space, Added To Its 'Conviction Buy' List"
237,2551.08,2555.98,2489.34,2530.36,5713517,2017-08-02,Netflix shares are trading higher after Goldman Sachs upgraded the company to conviction buy with a price target of $400.
238,2527.42,2537.08,2492.28,2509.22,4596187,2017-08-03,"Market Rebounds On Trade Optimism, Tech Bounce; Jobs Report Stronger Than Expected"
239,2514.4,2534.0,2499.0,2523.78,4446148,2017-08-04,Goldman Sachs Adds Netflix To 'Conviction Buy' List
240,2534.0,2551.78,2507.4,2538.62,4470746,2017-08-07,41 Stocks Moving In Friday's Mid-Day Session
241,2539.18,2546.74,2484.3,2497.04,4806525,2017-08-08,Analyst: New CFO May Be Perfect Fit For Netflix
242,2400.02,2463.44,2380.14,2460.92,9573608,2017-08-09,"Benzinga's Bulls & Bears Of The Week: Amazon, CBS, Intel, Nike, Tesla And More"
243,2436.42,2442.3,2346.4,2367.96,9539473,2017-08-10,58 Biggest Movers From Friday
244,2378.04,2416.12,2366.0,2399.6,4972045,2017-08-11,"Barclays Maintains Overweight on Netflix, Lowers Price Target to $375"
245,2377.2,2414.3,2363.2,2394.0,7377962,2017-08-14,"The Street Is Watching Spotify's Outlook, Guggenheim Says In Neutral Turn"
246,2401.42,2406.32,2355.5,2359.0,5470271,2017-08-15,Netflix Option Alert: Jan 18 $400 Calls Sweep (2) near the Ask: 1191 @ $1.096 vs 11613 OI; Earnings 1/22 After Close [est] Ref=$315.8069
247,2345.0,2387.0,2327.5,2379.72,6916579,2017-08-16,Netflix Option Alert: Fri $320 Calls Sweep (4) near the Ask: 500 @ $6.3 vs 1033 OI; Earnings 1/22 After Close [est] Ref=$315.08
248,2369.22,2388.12,2320.08,2325.26,5161920,2017-08-17,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Tue., Jan. 8, 2019"
249,2323.3,2379.58,2321.2,2331.56,7363750,2017-08-18,"Foot Locker, Macy's, Netflix, US Steel: 'Fast Money' Picks For January 9"
250,2336.74,2365.86,2299.22,2334.64,6303314,2017-08-21,"Why Strong Subscriber Growth for Hulu, Netflix Bodes Well For The Sector"
251,2348.64,2379.02,2338.56,2370.76,4857816,2017-08-22,"Despite Some Risks, Analysts Still Expecting Double Digit Growth From Communications Services In Q4"
252,2356.9,2374.96,2333.8,2366.84,4616656,2017-08-23,20 Women Set To Dominate The International Cannabis Space In 2019
253,2378.04,2397.36,2326.1,2353.82,5270931,2017-08-24,Netflix Shares Up 1% After Hours As Hearing UBS Upgraded Stock From Neutral To Buy
254,2360.12,2362.5,2317.0,2323.3,4045626,2017-08-25,Credit Suisse Says It Sees Total Global Net Subscriber Adds fro Netflix Of 9.7M–10.3M As More Likely In Q4
255,2330.02,2361.38,2318.4,2339.68,3619575,2017-08-28,UBS Upgrades Netflix to Buy
256,2310.0,2375.52,2306.22,2363.34,4573282,2017-08-29,"Raymond James Upgrades Netflix to Strong Buy, Raises Price Target to $450"
257,2373.0,2447.9,2371.18,2445.66,7985196,2017-08-30,"Morgan Stanley Reiterates Overweight on Netflix, Lowers Price Target to $430"
258,2456.3,2467.36,2434.04,2445.94,6886143,2017-08-31,UPDATE: Morgan Stanley Lowers Netflix Price Target As Firm Factors 'in modestly lower long-term margins and the broader de-rating in the market'; Remains Bullish 'Netflix can thrive in a more crowded streaming market'
259,2457.7,2470.72,2434.88,2446.36,3781453,2017-09-01,"Benzinga's Top Upgrades, Downgrades For January 11, 2019"
260,2427.6,2462.32,2414.16,2443.28,4580903,2017-09-05,Netflix shares are trading higher after several firms upgraded the company's stock.
261,2453.5,2512.44,2432.22,2509.5,8695383,2017-09-06,"UPDATE: UBS Upgrades Netflix As Firm Sees 'upside to sub growth as current subscriber metrics (growth, churn, spend & consumption) are tracking inline/better than mgmt Q4'18 guide/commentary'"
262,2503.2,2524.9,2479.4,2506.0,5938152,2017-09-07,UPDATE: Raymond James Upgrades Netflix As Firm Is 'more confident that subscriber momentum should continue and that Street EPS is too conservative for 2020E'
263,2498.3,2525.46,2467.5,2469.88,4577777,2017-09-08,10 Biggest Price Target Changes For Friday
264,2493.4,2554.58,2492.42,2544.36,5936476,2017-09-11,"2 Analysts Get More Bullish On Netflix, Upgrade Stock To Buy"
265,2555.7,2594.62,2528.96,2592.1,6606688,2017-09-12,'$NFLX investors at this level as blind as Bird Box.  Market cap up $45 bill in 12 days or 12 $DWA / 12 $LGF / 10 $ROKU / 5 Hulu.  $NFLX to trade back to $300' -Tweet From Citron Research
266,2576.98,2583.0,2555.7,2570.96,4303277,2017-09-13,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Fri., Jan. 11, 2019"
267,2565.5,2594.06,2548.98,2556.82,4469985,2017-09-14,"Benzinga's Bulls & Bears Of The Week: Delta Air, McDonald's, Netflix, Nokia, Tesla And More"
268,2558.22,2589.02,2540.02,2552.9,5442089,2017-09-15,"JP Morgan Maintains Overweight on Netflix, Lowers Price Target to $425"
269,2570.54,2596.3,2558.22,2584.68,5318130,2017-09-18,"After Strong Week, Market Comes Under Pressure From China As Earnings Begin"
270,2589.72,2607.22,2578.38,2599.52,4951465,2017-09-19,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Mon., Jan. 14, 2019"
271,2605.4,2611.0,2564.8,2597.14,4473036,2017-09-20,"Goldman Expects Netflix To Report Q4 'well above' Consensus; Expects 'shares will continue to outperform' As Firm Believes 'Netflix exceeds investor expectations for subscriber growth and profitability throughout 2019'; Reiterates Buy, $400 TGT"
272,2601.48,2659.3,2583.14,2642.92,7113489,2017-09-21,Netflix Shares Spike 2% Over Last Min.
273,2637.6,2657.9,2609.46,2622.9,5420227,2017-09-22,Several Sources On Twitter Suggesting Netflix Raising Prices For Its Service; Benzinga Has Not Been Able To Confirm This
274,2610.44,2611.7,2487.8,2499.7,9322531,2017-09-25,'Netflix Raising Prices for 58M US Subscribers as Costs Rise' -NY Times
275,2529.8,2533.3,2471.7,2511.32,5572599,2017-09-26,'Today Netflix let us know they're increasing prices. Good news: #NetflixOnUs won't change for now. It's still on us!...' -Tweet From T-Mobile CEO John Legere
276,2534.14,2566.76,2529.8,2547.58,4963152,2017-09-27,Netflix shares are trading higher amid rumors the company is increasing its subscription prices.
277,2537.5,2547.3,2511.04,2529.8,4064507,2017-09-28,Direxion Rolls Out Leveraged Communication Services ETFs
278,2530.22,2560.6,2529.1,2538.9,4193999,2017-09-29,"Netflix Says Basic Monthly Plan Now At $8.99, Standard Now At $12.99 And Premium At $15.99"
279,2549.54,2559.2,2472.12,2478.14,7316345,2017-10-02,UPDATE: Netflix Says Price Increases Also Apply To Countries In Latin America And Caribbean But Exclude Major Markets Like Mexico And Brazil
280,2487.1,2515.8,2485.7,2508.66,3903112,2017-10-03,"Another Day, Another Bank Misses On Earnings: Market Could Be On Defensive"
281,2539.74,2613.8,2537.5,2582.3,9170855,2017-10-04,Netflix Is Raising Prices: Here's What You Need To Know
282,2599.1,2722.86,2582.86,2721.46,19270032,2017-10-05,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Tues., Jan. 15, 2019"
283,2720.2,2784.88,2688.7,2772.28,15096222,2017-10-06,UBS Says Disney's Streaming Ambition Gives It A 'New Hope'
284,2787.4,2791.6,2751.84,2756.18,6912140,2017-10-09,40 Stocks Moving In Tuesday's Mid-Day Session
285,2769.9,2776.2,2689.4,2731.12,6179012,2017-10-10,Comcast NBCUniversal To Launch Streaming Service In 2020: What You Need To Know
286,2737.98,2747.08,2713.34,2729.3,5544715,2017-10-11,Zacks Free Lunch: The Q4 Earnings Story So Far
287,2754.5,2780.68,2725.94,2742.04,7723224,2017-10-12,55 Biggest Movers From Yesterday
288,2795.8,2811.48,2760.66,2792.86,11929816,2017-10-13,"Alphabet, McDonald's, Netflix, Xilinx: 'Fast Money' Picks For January 16"
289,2827.3,2839.62,2770.04,2837.52,18103086,2017-10-16,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Wed., Jan. 16, 2019"
290,2801.54,2861.32,2768.78,2792.72,23819054,2017-10-17,"Market Has A Lot To Digest Amid Brexit News, China Stimulus, Bank Earnings"
291,2799.86,2800.14,2719.5,2737.56,11133883,2017-10-18,"'Netflix, local rival Hotstar to censor content in India' -Reuters"
292,2702.14,2733.5,2676.24,2731.82,7007447,2017-10-19,'Steve Carell to Star in Netflix Comedy Based on Trump's 'Space Force' -Hollywood Reporter
293,2742.6,2749.32,2712.78,2718.24,5907121,2017-10-20,The Street Breaks Down What's Next For Netflix After Price Hike
294,2718.38,2728.6,2674.42,2694.58,6952997,2017-10-23,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Wed., Jan. 16, 2019"
295,2698.5,2754.36,2679.6,2744.28,6985460,2017-10-24,"Earnings Scheduled For January 17, 2019"
296,2735.32,2758.84,2702.14,2712.78,5231713,2017-10-25,"10 Stocks To Watch For January 17, 2019"
297,2725.24,2766.54,2717.12,2732.94,5101258,2017-10-26,Dan Nathan Is A Seller Of Netflix Ahead Of Earnings
298,2760.8,2809.1,2747.08,2793.56,8088364,2017-10-27,"Barrick Gold, GE, Netflix, XLF: 'Fast Money' Picks For January 17"
299,2794.68,2815.4,2758.98,2777.18,5412277,2017-10-30,Bank Season Hits Roadblock As Morgan Stanley Earnings Appear To Disappoint
300,2774.94,2780.26,2733.08,2750.02,5437925,2017-10-31,Fitch Says U.S. Media's Direct-To-Consumer Pivot Fuels Netflix Price Move
301,2761.36,2788.8,2744.0,2772.0,4983343,2017-11-01,Upcoming Earnings: Video Streaming Giant Netflix To Report After The Bell Thursday
302,2764.3,2792.16,2759.26,2790.48,3578289,2017-11-02,Netflix To Report Q4 Earnings After The Closing Bell; Co. Historically Issues Its Report Around 4:05 p.m. ET
303,2797.2,2807.7,2771.86,2800.14,3643216,2017-11-03,"Netflix Adds 8.8M Paid Memberships in Q4, 1.5M in the US"
304,2800.0,2834.72,2773.26,2801.82,5834857,2017-11-06,"Netflix Q4 EPS $0.30 Beats $0.24 Estimate, Sales $4.19B Miss $4.21B Estimate"
305,2800.0,2808.54,2727.2,2742.46,6413310,2017-11-07,Netflix Sees Q1 Global Paid Net Additions of 8.9M
306,2744.0,2759.26,2726.36,2750.16,4237398,2017-11-08,"Netflix Sees Q1 EPS $0.56 May Not Compare To $0.83 Est., Sales $4.49B vs $4.61B Est."
307,2722.44,2722.86,2671.34,2714.6,5839579,2017-11-09,Netflix Reports Q4 Average Paid Memberships Up 26% YoY
308,2682.54,2696.26,2653.0,2688.28,6609739,2017-11-10,Netflix Shares Fall On Mixed Q4 Earnings
309,2675.68,2744.7,2674.0,2731.12,4598005,2017-11-13,6 Stocks Moving In Thursday's After-Hours Session
310,2710.96,2742.32,2702.0,2739.94,3408535,2017-11-14,"10 Stocks To Watch For January 18, 2019"
311,2723.56,2735.88,2681.42,2689.68,4162712,2017-11-15,A Peek Into The Markets: US Stock Futures Signal Higher Start On Wall Street
312,2720.62,2767.8,2712.5,2737.14,5655042,2017-11-16,"Morgan Stanley Maintains Overweight on Netflix, Raises Price Target to $450"
313,2740.36,2743.3,2697.1,2704.8,3753775,2017-11-17,"UPDATE: Morgan Stanley On NFLX Sees '4Q results and the 1Q guidance, at a high level, reinforce the investment thesis on NFLX shares - specifically, accelerating net additions, pricing power, and rising visibility into the path towards FCF generation'"
314,2706.2,2720.48,2686.6,2717.4,3727412,2017-11-20,"Wedbush Maintains Underperform on Netflix, Raises Price Target to $165"
315,2730.56,2765.28,2729.58,2747.22,4598017,2017-11-21,"UPDATE: Wedbush Expects Netflix 'content spending to trigger substantial cash burn for many years; notwithstanding four Netflix price increases in the last five years, cash burn continues to grow'"
316,2752.12,2754.5,2710.82,2748.48,5879771,2017-11-22,"Webush Notes Netflix 'International profits may remain elusive due to competition for content and subs, and future content migration and price hikes could cause a deceleration in subscriber growth'"
317,2753.1,2756.6,2734.62,2740.5,2160300,2017-11-24,"Nomura Maintains Neutral on Netflix, Raises Price Target to $320"
318,2737.84,2741.9,2716.0,2730.7,3186677,2017-11-27,Netflix shares are trading lower after the company announced Q1 EPS guidance of $0.56 vs the $0.83 analyst estimate and sales expectations of $4.48B vs the $4.61B analyst estimate.
319,2734.76,2795.52,2716.14,2788.52,6942358,2017-11-28,"UPDATE: Nomura Believes Netflix 'shares are fairly valued, given that Netflix is trading at a premium to its peer group as well as its own historical multiple'"
320,2784.74,2786.406,2580.48,2634.1,14180063,2017-11-29,"Pivotal Research Maintains Buy on Netflix, Raises Price Target to $500"
321,2664.34,2672.04,2613.52,2626.12,6615427,2017-11-30,"Raymond James Reiterates Strong Buy on Netflix, Raises Price Target to $470"
322,2617.86,2657.2,2590.0,2615.48,6215663,2017-12-01,"UPDATE: Raymond James Reiterates Strong Buy As '1)International is ramping; 2) global distribution is a material advantage; 3) share gains in media/entertainment are increasing; and 4) there are clear LT profit vectors(e.g.,pricing,margins)'"
323,2651.04,2656.08,2497.32,2576.56,9069765,2017-12-04,"RBC Capital Maintains Outperform on Netflix, Raises Price Target to $480"
324,2569.0,2633.96,2536.66,2578.94,5547802,2017-12-05,"Stifel Nicolaus Reiterates Buy on Netflix, Raises Price Target to $400"
325,2567.32,2610.7816,2560.32,2594.2,5006257,2017-12-06,40 Stocks Moving In Friday's Pre-Market Session
326,2599.94,2622.76,2565.08,2592.8,4543492,2017-12-07,"Bank of America Reiterates Buy on Netflix, Raises Price Target to $450"
327,2611.0,2651.88,2608.2,2639.56,4909440,2017-12-08,"UPDATE: Bank Of America Reiterates Buy On Netflix Given 'strong net adds growth trends in 4Q and 1Q guidance for continuing subscriber growth with higher pricing, NFLX should alleviate most investor concerns around its growth trajectory'"
328,2629.9,2651.88,2602.74,2607.08,5131319,2017-12-11,"Canaccord Genuity Maintains Buy on Netflix, Raises Price Target to $415"
329,2604.14,2629.9,2587.4562,2600.22,4135595,2017-12-12,"Goldman Sachs Maintains Buy on Netflix, Raises Price Target to $450"
330,2605.4,2641.66,2595.74,2630.04,4653749,2017-12-13,"UPDATE: Goldman Sachs On Netflix Notes 'correlation between content spend and subscriber net adds was stable in the quarter' And Firm's Increased Price Target Reflects 'faster subscriber growth, particularly in international markets'"
331,2631.72,2696.96,2620.8,2653.84,7677048,2017-12-14,"KeyBanc Views Netflix's 'positioning positively' However Firm Sees 'minimal upside to near-term estimates unless investment efficiency improves, of which we see little evidence'; Maintains Sector Weight"
332,2654.54,2680.02,2632.14,2661.68,7048874,2017-12-15,The Street Stays Bullish On Netflix Following Q4 Earnings
333,2676.8,2683.1,2644.6,2665.88,4944337,2017-12-18,Hope Takes Flight: China Optimism Has Markets Looking Strong Ahead of Weekend
334,2662.52,2664.1734,2600.5,2618.28,6526555,2017-12-19,36 Stocks Moving In Friday's Mid-Day Session
335,2631.16,2647.54,2593.64,2643.48,5814609,2017-12-20,"Insider Buys Of The Week: Cancer Genetics, Dish Network, Valvoline"
336,2652.16,2673.3,2626.12,2640.68,3522551,2017-12-21,52 Biggest Movers From Friday
337,2636.62,2673.3,2615.2,2659.16,3760922,2017-12-22,Netflix Gets its First Oscar Nomination for Best Picture
338,2656.92,2659.16,2609.6,2628.64,3032707,2017-12-26,"'Netflix will join the MPAA, Hollywood's lobbying association, and the move could be announced as soon as today - source' -CNBC"
339,2629.2,2633.4,2593.08,2607.36,3932094,2017-12-27,Netflix Receives Its First Best Picture Oscar Nomination For 'Roma'
340,2620.52,2722.86,2615.9,2697.94,10080261,2017-12-28,Barron's On: The Cost Of Climate Change
341,2695.14,2715.3,2677.08,2687.44,5158845,2017-12-29,"Insider Buys Of The Week: GTT Communications, Dish Network, Heico"
342,2745.4,2823.1,2735.88,2814.98,10854449,2018-01-02,Communication Services Makes Its Presence Felt
343,2828.7,2886.94,2821.0,2870.7,8526678,2018-01-03,Netflix Option Alert: Fri $345 Calls Sweep (13) near the Ask: 769 @ $2.291 vs 2136 OI; Ref=$333.09
344,2886.8,2898.7,2856.0084,2878.82,5999150,2018-01-04,"Verizon, AT&T Q4 Earnings To Give Clarity On Wireless Market"
345,2901.5,2940.28,2878.26,2939.86,6947850,2018-01-05,Analysts React To Viacom's $340M Acquisition Of Pluto TV
346,2940.28,2975.0,2918.16,2968.7,5508816,2018-01-08,Cramer Breaks Down Investing In Streaming Video: Content Is King
347,2969.54,2981.72,2920.26,2930.34,5773129,2018-01-09,How To Approach Q4 Earnings: The Technical Perspective
348,2905.98,2990.96,2896.74,2975.28,5783171,2018-01-10,"BATs Bounce Back, Lift This ETF"
349,3000.06,3048.5,2986.9,3041.36,6936990,2018-01-11,"January Markets: Fed Stays ""Patient"" And Earnings Brew"
350,3040.52,3115.7,3024.0,3097.22,8150809,2018-01-12,"'Apple should buy Netflix but it would likely cost at least $189 billion, JP Morgan says' -CNBC"
351,3139.36,3164.98,3040.8,3101.42,10344272,2018-01-16,Netflix shares are trading higher after JP Morgan said it thinks Apple should buy the company.
352,3094.0,3096.1,3028.48,3045.0,8979616,2018-01-17,How The FANG Stocks Trade With Each Other And The Rest Of The Market
353,3084.76,3088.12,3031.7,3084.62,8104960,2018-01-18,"JPMorgan Says Apple Should Go After Netflix, Sonos Or Activision"
354,3118.5,3128.86,3059.0,3086.44,10257129,2018-01-19,Rolling Along: Better Than Expected Earnings Continue Driving Market Higher
355,3108.0,3188.99,3096.8,3186.12,13078653,2018-01-22,"Disney Reports Big Q1 Earnings Beat, Gets Boost From TV Networks"
356,3570.7,3607.94,3472.28,3504.06,27518256,2018-01-23,"After State Of the Union, Focus Turns Again To Earnings News, Geopolitics, Fed"
357,3512.32,3663.94,3490.354,3658.2,17116019,2018-01-24,"Mighty Mouse: Disney's Streaming Strength, Theme Park Spending, Box Office Hopes Make Street Bullish"
358,3682.0,3812.2,3643.22,3775.8,15127209,2018-01-25,TCV Acquires Stake In Retail Solutions Provider RELEX Solutions
359,3800.79,3844.4,3762.64,3844.4,10841105,2018-01-26,"Third Point Dissolves Stakes in Netflix, Microsoft; Cuts Stake in PayPal, Merck, Visa, American Express, Baxter; Raises Stakes in Campbell Soup, Salesforce"
360,3838.8,4015.34,3834.88,3984.26,17290833,2018-01-29,Netflix' 'Roma' Named Best Film at BAFTA Awards
361,3878.0,3958.22,3817.8,3903.2,11983092,2018-01-30,Full Court Finance Podcast: Breaking Down Disney And ESPN's Streaming Future
362,3947.16,3952.046,3774.12,3784.2,11192988,2018-01-31,Shutdown Avoided? Stocks Get Early Boost With Activision Blizzard Earnings Later
363,3729.74,3807.3,3687.32,3710.98,9468021,2018-02-01,"Apple Plans To Keep About 50% Of Subscription Revenue From 'Netflix For News' Service, Likely Won't Share Customer Data With Publishers; Co. Running Into Resistance From Major Publishers Over Terms, WSJ Reports"
364,3682.0,3788.68,3677.94,3744.02,8968632,2018-02-02,What Are The Trends In 13Fs Showing Us?
365,3668.0,3750.586,3500.42,3559.64,11121359,2018-02-05,"'Apple is targeting April to launch its new video service, but Netflix won't be a part of it and HBO is in doubt' -CNBC"
366,3467.8,3733.8,3430.0,3720.08,12285458,2018-02-06,"Tiger Global 13F Shows Cut Stakes In Alibaba, Netflix, Facebook, Amazon, Visa"
367,3732.12,3814.3,3700.55,3703.84,8679872,2018-02-07,"13F From Ken Griffin's Citadel Advisors Shows New Stakes In Booking Holdings, Seattle Genetics, Macy's, Anaplan, Assurant, Cut Stakes In Morgan Stanley, Lowe's, Netflix, Visa, Lockheed Martin, Capital One, Microchip"
368,3739.12,3746.68,3500.0,3501.4,8711249,2018-02-08,"Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios"
369,3553.9,3581.1986,3305.54,3492.58,16282837,2018-02-09,''SpongeBob' Spinoffs Planned as Nickelodeon Chief Brian Robbins Tries to Win Back Young Viewers (EXCLUSIVE)' -Variety
370,3529.96,3628.1,3486.0,3611.3,8453411,2018-02-12,Survey: Apple's Share Of Smartphone Market Remains At All-Time High
371,3602.06,3659.74,3565.8,3615.78,6758332,2018-02-13,"ITV, BBC Partner for Netflic Rival 'BritBox' Streaming Service"
372,3646.58,3778.32,3644.62,3724.0,10819780,2018-02-14,"Back To The Hill: Powell Returns To Capitol As Investors Digest Best Buy, Lowe's Earnings"
373,3780.42,3927.0,3746.82,3923.78,10661768,2018-02-15,"'And oh, I have another big story coming about Fox soon. It involves Netflix. Stay tuned.' -Eriq Gardner Tweets; Gardner Wrote The Hollywood Reporter Story On The $179 Mln 'Bones' Ruling"
374,3902.22,3947.44,3859.66,3899.28,8223309,2018-02-16,'Netflix is testing even more expensive subscription prices' -BGR
375,3888.36,4001.368,3872.54,3899.7,7691297,2018-02-20,Netflix Has Confirmed It Will Be Testing Slightly Different Prices
376,3948.98,4012.96,3920.14,3934.56,9289130,2018-02-21,"Hearing Hedgeye Has Called Netflix A Short Idea, Sees 30% Downside"
377,3974.32,3983.0,3842.3,3893.96,8769251,2018-02-22,'Steven Spielberg wants to change the rules so Netflix movies can't compete for Oscars. That puts him at odds with other film industry heavyweights.' -AP
378,3934.0,4004.0,3889.34,4003.02,7224968,2018-02-23,"Netflix, Spielberg Tussle Over Oscar Eligibility"
379,4042.5,4139.065,4018.14,4118.24,10203579,2018-02-26,"AlphaOne Capital Founding Partner Dan Niles Currently Interviewing On CNBC, Highlighted A Short Idea In Netflix"
380,4126.78,4163.04,4068.26,4068.54,9187578,2018-02-27,"'How Many Streaming Subscribers Can Disney+ Get? More Than Netflix Has, Analyst Says' -Barron's Article"
381,4103.4,4140.5,4070.92,4079.32,7422673,2018-02-28,'Netflix Marketing Chief Kelly Bennett Is Stepping Down' -Variety
382,4098.5,4133.5,3973.62,4065.46,11932051,2018-03-01,"Buckingham Downgrades Netflix to Neutral, Announces $382"
383,3985.1,4216.52,3965.22,4214.7,13345313,2018-03-02,"Benzinga's Top Upgrades, Downgrades For March 8, 2019"
384,4239.9,4436.74,4166.4,4410.0,18986099,2018-03-05,Do You Love Cult Stocks?
