,date_time,title
885915,2019-09-24 10:39:00-04:00,Netflix Shares Unaffected Amid Report 'Jim Cramer says Netflix 'has become an open sore to this market''
885916,2019-09-24 10:14:00-04:00,Wells Fargo Says Netflix Is At A Turning Point
885917,2019-09-24 09:46:00-04:00,"Benzinga's Top Upgrades, Downgrades For September 24, 2019"
885918,2019-09-24 08:57:00-04:00,10 Biggest Price Target Changes For Tuesday
885919,2019-09-24 08:54:00-04:00,"UPDATE: Wells Fargo On Netflix Also Notes 'We'd be bullish when the valuation reflects maturity at say, 20-30x CY20E estimated EV/EBITDA, and more clarity on the FCF profile'"
885920,2019-09-24 08:54:00-04:00,"UPDATE: Wells Fargo On Netflix Notes 'At 50x CY20E estimated EV/EBITDA, ~6x EV/Sales, and an imponderable FCF yield (we don't expect break-even cash until 2022), there's too much opportunity for the KPI interplay to yield' Disappointing Results Seen In Q2"
885921,2019-09-24 08:54:00-04:00,"UPDATE: Wells Fargo Initiates Netflix With Market Perform, $288 Target As Firm Thinks Co. 'is at a turning point with investors'; Notes If Co. Hikes 'pricing or content too much and FCF expectations may suffer'"
885922,2019-09-24 07:28:00-04:00,"Pivotal Research Maintains Buy on Netflix, Lowers Price Target to $350"
885923,2019-09-24 06:17:00-04:00,"Wells Fargo Initiates Coverage On Netflix with Market Perform Rating, Announces $288 Price Target"
885924,2019-09-23 12:27:00-04:00,Netflix shares trading lower following a late-Friday comment from CEO Reed Hastings at the RTS TV Conference about increasing production costs in the face of new competition. Today saw some bearish put activity in the October $265 contract.
885925,2019-09-22 11:03:00-04:00,'Seinfeld' Will Have A Few New Homes In 2021
885926,2019-09-20 14:16:00-04:00,Large Option Trader Aggressively Dumping Netflix Calls
885927,2019-09-20 12:24:00-04:00,"A Look At Benzinga Pro's Most-Searched Tickers For September 20, 2019"
885928,2019-09-20 11:03:00-04:00,Netflix Option Alert: Oct 18 $285 Calls Sweep (37) near the midpoint: 907 @ $8.848 vs 10952 OI; Earnings 10/16 After Close Ref=$271.92
885929,2019-09-20 10:48:00-04:00,"Needham's Martin Talks Apple Services, Streaming Video Competition"
885930,2019-09-20 10:47:00-04:00,'Netflix CEO admits there will be 'tough competition' as streaming wars heat up with Apple and Disney' -CNBC
885931,2019-09-20 10:17:00-04:00,Pivotal Research Explains Roku Bear Thesis
885932,2019-09-20 09:38:00-04:00,Netflix CEO Reed Hastings Earlier Suggested The Co. Will Make A 'Big' Increase In Its Investment In UK TV Production In 2020
885933,2019-09-20 09:38:00-04:00,"Netflix shares trading lower following comments from an Evercore ISI analyst suggesting recent data checks were soft, creating uncertainty about the company's int'l. subscriber growth."
885934,2019-09-20 09:18:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Friday, September 20, 2019"
885935,2019-09-19 14:10:00-04:00,"Bernstein On Netflix Notes 'Taking the lower of: a) current multiple (33x EBITDA), or b) 2 std deviations below average (4.5x Sales), decreasing our EBITDA forecast by 10%, the theoretical ""floor"" for NFLX would be $230'"
885936,2019-09-19 10:35:00-04:00,Netflix Co-Founder On Corporate Culture: Customer Always Comes First
885937,2019-09-18 14:19:00-04:00,"How Facebook, Comcast Just Shook Up The Streaming Video Wars"
885938,2019-09-18 13:50:00-04:00,Netflix May Base Film Bonuses On Viewership Or Number Of Awards; Plans To Pay Bonuses To Filmmakers When Movies Succeed
885939,2019-09-18 12:27:00-04:00,"Netflix shares are trading lower after Comcast announced Xfinity Flex, a streaming service which will be free to its broadband customers."
885940,2019-09-18 08:51:00-04:00,Netflix Shares Down 1.7% Following Headline Comcast CEO Says Will Offer Streaming Media Set Top Box 'Xfinity Flex' For Free To Broadband Customers
885941,2019-09-17 14:09:00-04:00,'NBC's 'Peacock' streaming service to launch in April with 'The Office' and 'Parks and Recreation'' -Recent MarketWatch Article
885942,2019-09-16 12:31:00-04:00,'Jerry & Elaine & George & Kramer & Netflix All 180 episodes of the Emmy-Award winning Seinfeld are coming to Netflix — worldwide! — starting in 2021' -Tweets Netflix
885943,2019-09-16 10:01:00-04:00,"Vivendi's Pay-TV Unit Canal+ Set To Offer Netflix Movies, Series To Subs"
885944,2019-09-13 14:32:00-04:00,Netflix shares trading higher for the third day in a row. Not seeing company-specific news to justify the move higher. The stock rebounded after testing a recent low of $282.66 on Tuesday.
885945,2019-09-11 16:45:00-04:00,How Much Does It Cost: Apple TV+ Vs. Disney+ Vs. Hulu Vs. Netflix Vs. Amazon Prime
885946,2019-09-11 13:23:00-04:00,'Former Netflix exec: Apple's streaming service will 'absolutely' be able to compete' -CNBC
885947,2019-09-11 09:58:00-04:00,Follow-Through Wednesday? Stocks Look To Build On Late Tuesday Rally
885948,2019-09-11 09:10:00-04:00,Analyst: Comparing Apple TV+ With Netflix Isn't Fair
885949,2019-09-11 09:01:00-04:00,UPDATE: Bank Of America On Apple TV+ Also Notes 'We recognize the limited content at launch but Netflix launched 13 original shows in 2013 (not dissimilar to Apple's launch) and Apple can build content by deploying capital'
885950,2019-09-11 07:25:00-04:00,12 Stocks With The Most Earnings Upside Potential
885951,2019-09-11 04:15:00-04:00,"Mexico Tax on Netflix, Spotify, Others Could Raise $185M According to Senior Lawmaker"
885952,2019-09-10 15:38:00-04:00,"What We Learned From Apple's Event: Arcade, TV+, iPad, Watch Series 5 And iPhone 11"
885953,2019-09-10 13:44:00-04:00,"Apple TV+ Price Will Start At $4.99 A Month, Launch Nov. 1"
885954,2019-09-10 13:21:00-04:00,Netflix shares are trading lower after Apple unveiled details of Apple TV+.
885955,2019-09-10 13:20:00-04:00,"Apple's Tim Cook Says If Users Buy An Apple Device, Will Get 1 Year Of Apple TV+ For Free"
885956,2019-09-10 13:20:00-04:00,"Netflix, Disney Shares Fall Following Unveiling Of Details For Apple TV+"
885957,2019-09-10 04:45:00-04:00,"Sasha Bühler Joins Netflix as Director Of Original Film For Germany, France & Nordics"
885958,2019-09-09 10:32:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Monday., September 09, 2019"
885959,2019-09-09 10:17:00-04:00,How Passive Investing's Focus On Momentum Rather Than Value Kills Real Economic Growth
885960,2019-09-09 10:01:00-04:00,"Netflix shares are trading higher after Bank of America noted the company's downloads are tracking up 30% sequentially, they also see significant reacceleration in Q3."
885961,2019-09-09 09:17:00-04:00,"Bank Of America, Citing SensorTower, Says Netflix Downloads Tracking Up 30% Sequentially, Says Seeing Significant Reacceleration In Q3"
885962,2019-09-07 14:55:00-04:00,Facebook Dating Vs. Match.com Vs. Tinder
885963,2019-09-06 11:45:00-04:00,"A Look At Benzinga Pro's Most-Searched Tickers For September 6, 2019"
885964,2019-09-06 11:14:00-04:00,"Jim Cramer Shares His Thoughts On Netflix, Beyond Meat And More"
885965,2019-09-06 10:01:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Friday., September 06, 2019"
885966,2019-09-05 13:56:00-04:00,Netflix Option Alert: Sep 20 $305 Calls at the Ask: 655 @ $2.46 vs 2600 OI; Earnings 10/15 After Close [est] Ref=$290.91
885967,2019-09-05 09:19:00-04:00,Netflix Shares Down 0.6% Over Last Few Mins.; Hearing 7Park Research Said Co.'s Q3 Could Be 'Light' Amid Int'l. Shortfall
885968,2019-09-03 12:51:00-04:00,"Shares of several large-cap companies are trading lower as trade concerns continue to escalate following a new 15% tariff, which was added to $112 billion worth of Chinese goods on Sunday."
885969,2019-09-03 08:26:00-04:00,"This New Entertainment Product Combines Cannabis, Hip Hop Stars, TV, Sci-Fi And Books"
885970,2019-09-03 06:34:00-04:00,Head of Turkey's Television Watchdog Says Netflix Has Applied for License Under Turkey's Online Broadcasting Guidelines
885971,2019-08-31 15:37:00-04:00,"Bulls And Bears Of The Week: Altria, Apple, Netflix, Slack And More"
885972,2019-08-29 12:58:00-04:00,Media Exec: Disney Has 'Awful Lot To Work With' But Netflix Is 'Formidable'
885973,2019-08-29 09:03:00-04:00,10 Biggest Price Target Changes For Thursday
885974,2019-08-29 07:56:00-04:00,"UPDATE: Imperial Capital Maintains Outperform On Netflix, Lowers Target To $451 As Firm Notes 'Our FY19 EBITDA and EPS estimates decline slightly due to higher marketing expense and higher technology costs overseas'"
885975,2019-08-29 06:09:00-04:00,"Imperial Capital Maintains Outperform on Netflix, Lowers Price Target to $451"
885976,2019-08-28 14:45:00-04:00,Option Trader Makes Massive Bets On Netflix Rebound
885977,2019-08-28 07:55:00-04:00,Here Are All The Ways To Watch NFL Football Without Cable
885978,2019-08-27 09:56:00-04:00,Tuesday's Market Minute: Disney+ & Hulu: The Whole Package?
885979,2019-08-26 13:58:00-04:00,Shares of several large-cap companies are trading higher amid easing trade tensions. President Trump said China is ready to come back to the negotiating table.
885980,2019-08-26 12:06:00-04:00,Good Show! UK Watchers Stream To Netflix
885981,2019-08-23 09:58:00-04:00,Shares of several large-cap companies are trading lower in sympathy with the overall market on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods.
885982,2019-08-20 11:12:00-04:00,Netflix shares are trading lower after Apple announced pricing for its streaming service and reportedly committed $5 billion more to its original content budget. This news added to concerns of competitive pressures on Netflix from Apple and Disney.
885983,2019-08-20 04:19:00-04:00,Netflix Adds 'Latest' Section to Its TV App
885984,2019-08-19 12:07:00-04:00,Shares of several large-cap companies are trading higher on renewed optimism for a solution to the U.S.-China trade war.
885985,2019-08-16 11:53:00-04:00,Shares of several large-cap companies are trading higher with the broader market on renewed optimism surrounding US-China trade talks after Donald Trump announced earlier in the week that he would delay additional tariffs on Chinese goods until December.
885986,2019-08-15 13:40:00-04:00,"Q2 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios"
885987,2019-08-14 16:43:00-04:00,Mario Gabelli Sees Good Value In CBS
885988,2019-08-14 16:25:00-04:00,"Soros 13F Shows New Stake In Annaly Capital, Liquidated Stakes In Coty, Netflix"
885989,2019-08-14 11:07:00-04:00,"CBS, Viacom To Merge: What Comes Next?"
885990,2019-08-14 10:22:00-04:00,"Shares of several large-cap companies are trading lower after the spread between the 2-year and 10-year yield curve inverted, potentially signaling a recession."
885991,2019-08-13 06:09:00-04:00,"Third Point Raises Stake In Netflix By 25% To 500,000 Shares"
885992,2019-08-12 14:17:00-04:00,Roku Vs. Netflix: Needham Compares Streaming Stocks
885993,2019-08-10 15:22:00-04:00,"Notable Insider Buys This Past Week: Dish, JPMorgan, Netflix"
885994,2019-08-09 14:55:00-04:00,"Flat Subscription Rate, Custom Algorithms And Mobile Plans: Meet iFlip"
885995,2019-08-08 13:58:00-04:00,Shares are several consumer technology companies are trading higher in sympathy with the overall market.
885996,2019-08-08 03:34:00-04:00,"Netflix Wins Overall Film, TV Deal For 'Game Of Thrones' Creators David Benioff & D.B. Weiss"
885997,2019-08-07 10:23:00-04:00,Shares of several large-cap companies are trading lower in sympathy with the overall market
885998,2019-08-07 10:16:00-04:00,"Bob Iger Talks Disney's 'Transitional' Q3 With CNBC, Highlights Streaming Business"
885999,2019-08-07 09:17:00-04:00,Trader Toolkit: Under The Hood Of One Of The Most Popular Technical Indicators
886000,2019-08-05 11:14:00-04:00,Shares of several large-cap companies are trading lower with the overall market on renewed US-China trade tensions. President Trump announced an additional 10% tariff on $300 billion worth of Chinese goods. China is manipulating its currency and announced they are not buying any agricultural products from the U.S.
886001,2019-08-05 10:25:00-04:00,Bank Of America Moderates Netflix Bull Vs. Bear Debate After Q2 Print
886002,2019-08-02 16:22:00-04:00,Analysts Share Their View On FANG Stocks And Apple
886003,2019-07-31 15:49:00-04:00,'I Didn't Want To Die': Why One Woman Turned To Trading Options To Fund Life-Extending Stem Cell Treatments
886004,2019-07-31 10:52:00-04:00,"Morning Comment: Apple, Netflix And Boeing Facing Key Technical Levels"
886005,2019-07-31 10:06:00-04:00,"'Facebook Approached Netflix, Disney to Support TV Chat Device' -The Information"
886006,2019-07-29 12:22:00-04:00,Netflix Shares Unaffected Amid Report Co. Investing $520M+ To Make 3 'Big Budget' Films
886007,2019-07-28 08:18:00-04:00,"@elonmusk Tweet Ability to stream YouTube & Netflix when car is stopped coming to your Tesla soon! Has an amazingly immersive, cinematic feel due to the comfy seats & surround sound audio."
886008,2019-07-26 12:49:00-04:00,"Movie Analyst: When It Comes To Marvel, Less Is More"
886009,2019-07-26 07:18:00-04:00,"Disney, Netflix And More 'Fast Money Halftime Report' Picks For July 25"
886010,2019-07-25 15:52:00-04:00,What To Do About Fraudulent Transactions On Your Online Bank Account
886011,2019-07-25 14:38:00-04:00,Netflix shares are trading higher after potentially on a correction after a large sell-off due to low Q2 net subscriber adds.
886012,2019-07-24 17:28:00-04:00,"Netflix, WWE And More 'Fast Money Halftime Report' Picks From July 24"
886013,2019-07-24 15:50:00-04:00,Netflix shares are trading higher after potentially on a correction after a large sell-off due to low Q2 net subscriber adds.
886014,2019-07-24 13:02:00-04:00,Netflix Option Alert: Aug 2 $335 Calls Sweep (97) near the Ask: 755 @ $1.458 vs 621 OI; Ref=$318.06
886015,2019-07-24 12:46:00-04:00,'Streaming Service Iflix Exiting The Middle East Amid Growing Distributor Frustration' -Deadline
886016,2019-07-24 04:12:00-04:00,Netflix Launches Rs 199 ($2.80) Mobile-only Monthly Plan in India
886017,2019-07-23 10:36:00-04:00,"AT&T, Verizon Earnings On Tap With The 5G Era In Sight"
886018,2019-07-22 10:36:00-04:00,"Netflix shares are trading lower on continuation after the company reported Q2 net subscriber adds of 2.7 million, below the 5 million forecast."
886019,2019-07-22 10:30:00-04:00,8 Of The Best Investments For Boomers Concerned About Retirement
886020,2019-07-22 10:03:00-04:00,"Key Earnings Week As Amazon, Boeing, Alphabet, Facebook Results All Expected"
886021,2019-07-21 17:42:00-04:00,Netflix Signs First Direct Contract Agreement With SAG-AFTRA
886022,2019-07-20 09:48:00-04:00,"Barron's Picks And Pans: FedEx, Netflix, Softbank, Target And More"
886023,2019-07-19 12:39:00-04:00,"A Look At Benzinga Pro's Most-Searched Tickers For July 19, 2019"
886024,2019-07-19 11:52:00-04:00,Morning Comment: What Is The Future Of Netflix?
886025,2019-07-19 11:42:00-04:00,Eddie Murphy Could Become $70M Richer Thanks To Netflix
886026,2019-07-19 11:01:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Friday., July 19, 2019"
886027,2019-07-19 09:51:00-04:00,Microsoft Results Have Market Feeling Better About Earnings Season
886028,2019-07-19 05:02:00-04:00,58 Biggest Movers From Yesterday
886029,2019-07-18 16:25:00-04:00,'Lion King' Release Might Be A Good Time To Look At Disney's Stock
886030,2019-07-18 13:00:00-04:00,Large Option Trades Hint At How Institutions Are Playing The Netflix Dip
886031,2019-07-18 12:57:00-04:00,42 Stocks Moving In Thursday's Mid-Day Session
886032,2019-07-18 12:05:00-04:00,"A Look At Benzinga Pro's Most-Searched Tickers For July 18, 2019"
886033,2019-07-18 11:40:00-04:00,Analysts Weigh In On Netflix's Rocky Quarter
886034,2019-07-18 11:07:00-04:00,"Canaccord Genuity Maintains Buy On Netflix, Maintains $415 Tgt As Firm Still Sees 'strong content strategy and room to add large numbers of international subs as key strengths going forward' Despite Subscriber Net Add Miss, Pricing Power Questions"
886035,2019-07-18 10:44:00-04:00,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Thursday, July 18, 2019"
886036,2019-07-18 10:23:00-04:00,Netflix Short Sellers Up $800M On Subscriber Miss
886037,2019-07-18 10:21:00-04:00,"Worries Over Progress On Trade, Earnings Uncertainty Cloud Market Sentiment"
886038,2019-07-18 10:14:00-04:00,"Morgan Stanley On Netflix Also Notes 'in the last three years, Netflix has missed its quarterly net additions once a year, so 2Q19 may prove to be 2019's only miss. In all three of these cases it has outperformed meaningfully the following quarter'"
886039,2019-07-18 10:14:00-04:00,"Morgan Stanley Reiterates Buy On Netflix, Reiterates $450 Target As Firm Notes 'Netflix missed 2Q net adds by over 2mm. Did the world change in the last three months? We do not believe it did'"
886040,2019-07-18 09:54:00-04:00,10 Biggest Price Target Changes For Thursday
886041,2019-07-18 09:51:00-04:00,What Caused The Opening Gap In Netflix?
886042,2019-07-18 09:44:00-04:00,Thursday's Market Minute: Netflix Continues To Take A Bite Out Of The FANG Index
886043,2019-07-18 08:42:00-04:00,"Citigroup Maintains Buy on Netflix, Lowers Price Target to $410"
886044,2019-07-18 08:31:00-04:00,"Credit Suisse Reiterates Outperform on Netflix, Lowers Price Target to $440"
886045,2019-07-18 08:28:00-04:00,"BMO Capital Maintains Outperform on Netflix, Lowers Price Target to $440"
886046,2019-07-18 08:26:00-04:00,"Wedbush Maintains Underperform on Netflix, Raises Price Target to $188"
886047,2019-07-18 08:24:00-04:00,"Nomura Maintains Neutral on Netflix, Lowers Price Target to $310"
886048,2019-07-18 08:05:00-04:00,28 Stocks Moving In Thursday's Pre-Market Session
886049,2019-07-18 07:44:00-04:00,"Netflix shares are trading lower after the company reported Q2 net subscriber adds of 2.7 million, below the 5 million forecast."
886050,2019-07-18 07:42:00-04:00,"Raymond James Maintains Strong Buy on Netflix, Lowers Price Target to $450"
886051,2019-07-18 06:25:00-04:00,A Peek Into The Markets: US Stock Futures Fall Ahead Of Morgan Stanley Earnings
886052,2019-07-18 04:47:00-04:00,"14 Stocks To Watch For July 18, 2019"
886053,2019-07-17 16:51:00-04:00,5 Stocks Moving In Wednesday's After-Hours Session
886054,2019-07-17 16:28:00-04:00,Netflix Recently Entered Into A New Partnership With At&T In US To Integrate Netflix Into Their New Set-Top Box
886055,2019-07-17 16:14:00-04:00,"Netflix Sees Q3 US Streaming Paid Memberships 60.9M, Paid Net Adds 800K, Int'l. Paid Memberships 97.66M, Paid Net Adds 6.2M"
886056,2019-07-17 16:08:00-04:00,"Netflix Q2 Global Stream Paid Memberships 151.56M, Up 21.9% Year Over Year vs YoY Growth Of 25.2% Last Qtr., 25.6% In Q2'18"
886057,2019-07-17 16:07:00-04:00,"Netflix Sees Q3 Sales $5.25B vs $5.25B Estimate, EPS $1.04 vs $1.04 Est."
886058,2019-07-17 16:05:00-04:00,Netflix Shares Fall Following Q2 Earnings
886059,2019-07-17 16:04:00-04:00,"Netflix Q2 US Streaming Paid Memberships 60.1M, Net Loss In Memberships 130K, Int'l. Streaming Paid Memberships 91.46M, Net Adds 2.83M"
886060,2019-07-17 16:03:00-04:00,Netflix shares are trading lower after the company reported worse-than-expected Q2 sales and subscriber results.
886061,2019-07-17 16:03:00-04:00,Netflix Expects To Grow By 7M Paid Memberships In Q3
886062,2019-07-17 16:00:00-04:00,"Netflix Q2 EPS $0.6 Beats $0.56 Estimate, Sales $4.923B Miss $4.93B Estimate"
886063,2019-07-17 15:33:00-04:00,"Netflix To Report Q2 Earnings After The Closing Bell, Co. Historically Reports 4:00-4:05 p.m. ET; Important Items To Watch Will Be Subscriber Growth And Competition From Rival Streaming Services"
886064,2019-07-17 10:09:00-04:00,"In The Thick Of It: Bank Results Highlight Morning, With NFLX At Center Screen Late"
886065,2019-07-17 09:27:00-04:00,It's Almost Time For These Leveraged Media ETFs
886066,2019-07-17 08:57:00-04:00,Trader Idea: 'AT&T HBO earns record total of 137 Emmy nominations with 32 coming from Game of Thrones. Netflix earns 117 nominations. HBO earned nearly 3x as many nominations as the 4 traditional networks combined' @Ro_Patel Via StockTwits
886067,2019-07-17 04:28:00-04:00,"10 Stocks To Watch For July 17, 2019"
886068,2019-07-17 04:16:00-04:00,"Earnings Scheduled For July 17, 2019"
886069,2019-07-16 17:11:00-04:00,Netflix Faces Content Shakeup As It Reports Q2 Earnings
886070,2019-07-16 14:50:00-04:00,"'Game Of Thrones' Sets Emmy Nomination Record, 'Mrs. Maisel' Stays Strong"
886071,2019-07-16 12:44:00-04:00,"A Look At Benzinga Pro's Most-Searched Tickers For July 16, 2019"
886072,2019-07-16 11:55:00-04:00,"Morgan Stanley Reiterates Overweight On Netflix, Reiterates $450 Target As Firm Expects Co. 'to again deliver record net additions and near double digit ARPU growth (ex-FX) in 2019'; Looking Ahead Firm Expects FCF Burn To Moderate For Co."
886073,2019-07-15 14:00:00-04:00,UPDATE: KeyBanc Notes 'Netflix has exceeded its outlook for global paid net adds in 10 of 13 quarters since going fully global in Q1'16'
886074,2019-07-15 14:00:00-04:00,"KeyBanc Previews Netflix Q2 Earnings, Sees 'modest upside to Q2 guidance and Q3 subscriber guidance that is largely in line with current sell-side expectations'"
886075,2019-07-15 10:24:00-04:00,"Earnings Season Starts With Beat From Citigroup; Other Banks, Netflix Report Later In Week"
886076,2019-07-15 03:36:00-04:00,"AMC, Netflix in Battle for Movie Watchers"
886077,2019-07-12 12:19:00-04:00,Wedbush On Netflix Continues 'and it is unclear whether Netflix can replace it with quantity and quality sufficient to keep its current subscriber base loyal'; Thinks Competitors Will Be Slow To Gain Scale; Expects Status Quo To Last Until End Of 2021
886078,2019-07-12 12:18:00-04:00,"Wedbush Maintains Underperform On Netflix, Maintains $183 Target As Firm Notes 'Our UNDERPERFORM rating does not imply the imminent demise of the service; rather, we expect the migration of third-party content to be relatively slow'"
886079,2019-07-12 11:28:00-04:00,Bank Of America Also Comments On Loss Of 'Friends' And 'The Office'; Cites 3 Reasons The Loss Is Not All Bad
886080,2019-07-12 11:21:00-04:00,Bank Of America On Netflix Also Notes 'We would see any dip around these worries as an enhanced buying opportunity because we do not see Disney/HBO as the competition'
886081,2019-07-12 11:21:00-04:00,"Bank Of America Reiterates Buy, Reiterates $450 Target On Netflix As Firm Believes 'any post-earnings selloff may be an enhanced buying opportunity, with historical data showing positive 90 day stock returns in price-hike quarters since 2015'"
886082,2019-07-11 07:45:00-04:00,Streaming Services Add Up: What Happened To Cord-Cutting To Save On Cable?
886083,2019-07-10 17:03:00-04:00,June's IMX Shows Traders Dropping Equity For The First Time Since 2016
886084,2019-07-10 14:04:00-04:00,HBO To The Max: Analysts Await Critical Pricing Info On New Subscription Streaming Service
886085,2019-07-10 12:16:00-04:00,What Gloomy Earnings? Communications Services Sector Could Top All S&P Components In Q2
886086,2019-07-10 10:57:00-04:00,Is Netflix Becoming Too Expensive?
886087,2019-07-10 06:14:00-04:00,Hearing Evercore Raised Netflix Price Target From $350 To $380
886088,2019-07-09 14:23:00-04:00,New Home For 'Friends': NBC Sitcom To Stream Exclusively On WarnerMedia's Service
886089,2019-07-09 13:06:00-04:00,Single Households Are On The Rise. Could This Be The Next Investing Trend?
886090,2019-07-09 10:14:00-04:00,"As Investors Await Fed Chair Testimony Wednesday, PepsiCo Delivers Strong Results"
886091,2019-07-09 09:50:00-04:00,'Stranger Things' Delivers New Record For Netflix
886092,2019-07-09 08:16:00-04:00,"'Season 3 of ""Stranger Things"" breaks Netflix records after just 4 days' -CBS Earlier Reported"
886093,2019-07-09 07:52:00-04:00,"Kinahan Says Millennials Are Buying The Stocks They Know, Like Beyond Meat And Tesla"
886094,2019-07-08 16:56:00-04:00,Investor Movement Index Summary: June 2019
886095,2019-07-08 07:26:00-04:00,Defensive Names Could Help This Growth Sector ETF
886096,2019-07-05 10:04:00-04:00,CNBC: Netflix Sees No Profits From 'Stranger Things' Collectibles
886097,2019-07-03 12:21:00-04:00,Netflix Says Will Create Dedicated Production Hub At Shepperton Studios In UK
886098,2019-07-03 09:24:00-04:00,Netflix Could Be Near A Deal For UK's Iconic Pinewood
886099,2019-07-03 06:19:00-04:00,'Netflix strikes blockbuster deal with Shepperton studio-owner' -Sky News
886100,2019-07-02 09:23:00-04:00,6 Times These Big Investors Probably Said 'Whoops!'
886101,2019-07-01 11:15:00-04:00,'Netflix Plays New Role: Budget-Conscious' -Earlier The Information Article
886102,2019-06-26 09:07:00-04:00,"Netflix's Tough Week: Disney Poaches Top Executive, 'The Office' Moving To NBC"
886103,2019-06-26 04:48:00-04:00,'The Office' Moves from Netflix to NBCUniversal Streaming Service in $500M Deal
886104,2019-06-25 18:09:00-04:00,'NBC is removing 'The Office' from Netflix in 2021 and putting it on its new streaming service' -CNBC
886105,2019-06-25 14:58:00-04:00,'Disney+ Hires Away Netflix Director Of Original Film Matt Brodlie For Key International Content Role'  -Deadline
886106,2019-06-25 14:25:00-04:00,Shares of several technology stocks are trading lower potentially on profit taking within the sector. The tech ETF (XLK) traded higher at around 13% since early June while the S&P 500 (SPY) traded higher at around 8.6%.
886107,2019-06-21 07:21:00-04:00,Kevin O'Leary On How His E-Commerce And Internet ETF Is Thriving In A Volatile Market
886108,2019-06-19 15:45:00-04:00,'Murder Mystery' May Have Set A Netflix Viewing Record
886109,2019-06-19 09:50:00-04:00,NFLX	 Netflix Option Alert: Fri $360 Calls Sweep (38) near the Ask: 515 @ $3.703 vs 13859 OI; Earnings 7/17 After Close Ref=$358.425
886110,2019-06-17 12:57:00-04:00,Netflix shares are trading higher on reports of positive subscriber trends.
886111,2019-06-16 08:53:00-04:00,Analyst: Why E3 2019 Missed The 'Whoa' Factor
886112,2019-06-14 12:36:00-04:00,Netflix To Report Q2 Earnings Wednesday Jul. 17 At Approximately 4:00 p.m. ET
886113,2019-06-14 11:32:00-04:00,"A Top Technical Analyst's Take On Disney, Netflix"
886114,2019-06-14 10:04:00-04:00,"Wall Street Under Pressure From Faltering Chipmakers, Weak China Industrial Production Data"
886115,2019-06-13 15:22:00-04:00,"Netflix, Next Games To Develop 'Stranger Things' Game Similar To Pokemon Go"
886116,2019-06-13 14:57:00-04:00,Netflix Option Alert: Jul 19 $360 Calls Sweep (2) near the Ask: 2036 @ $11.095 vs 3515 OI; Earnings 7/15 After Close [est] Ref=$341.69
886117,2019-06-13 11:59:00-04:00,"Disney Streaming Service Poised For Quick Ramp, Says Bullish Morgan Stanley"
886118,2019-06-10 15:00:00-04:00,The IMX Reaches A Six-Month High After May's Volatility
886119,2019-06-10 13:08:00-04:00,Investor Movement Index Summary: May 2019
886120,2019-06-08 17:38:00-04:00,"Ready Trader One: Events, Stocks To Watch At E3"
886121,2019-06-07 12:31:00-04:00,Many US-traded stocks are trading higher as recent economic signals have raised the potential for a Federal Reserve rate cut.
886122,2019-06-05 12:13:00-04:00,"Netflix Testing A Feed Of Video Extras In Mobile App, May Not Become Permanent"
886123,2019-06-05 09:47:00-04:00,"Munster Gives His Quick Take On Netflix, Livent And More"
886124,2019-06-04 11:01:00-04:00,Shares of several technology companies are trading higher after China's Commerce Ministry stated they are open to dialogue to resolve trade tensions; Mexico trade concerns also eased after Mexican officials said it could find common ground with the US.
886125,2019-06-04 09:56:00-04:00,10 Biggest Price Target Changes For Tuesday
886126,2019-06-04 09:10:00-04:00,"Benzinga's Top Upgrades, Downgrades For June 4, 2019"
886127,2019-06-04 07:01:00-04:00,A Peek Into The Markets: US Stock Futures Signal Higher Start On Wall Street
886128,2019-06-04 06:25:00-04:00,"Loop Capital Upgrades Netflix to Buy, Raises Price Target to $425"
886129,2019-06-03 14:03:00-04:00,"UBS: Despite Regulatory Risk, Alphabet Is A Buy"
886130,2019-05-29 13:12:00-04:00,Netflix Option Alert: Jul 19 $350 Calls Sweep (71) near the Ask: 539 @ $22.898 vs 407 OI; Earnings 7/15 After Close [est] Ref=$349.64
886131,2019-05-26 17:29:00-04:00,Is The End Of 'Game Of Thrones' A Problem For HBO?
886132,2019-05-24 15:02:00-04:00,Analyst: Huawei Blacklist Is $400M Risk For Google
886133,2019-05-23 15:41:00-04:00,"Shares of technology companies trading lower with the overall market, which has been relatively rangebound over the last 13 sessions. The technology sector is the second worst performing today."
886134,2019-05-23 11:47:00-04:00,PanXchange's Hot Commodities: Netflix And Till
886135,2019-05-23 07:31:00-04:00,This Day In Market History: Netflix Goes Public
886136,2019-05-22 09:58:00-04:00,"Netflix shares trading higher after rebounding from a support level near $350 yesterday and are continuing momentum today. A Seeking Alpha post considered HBO cancellations following the end of ""Game of Thrones"" as a potential win for Netflix."
886137,2019-05-22 09:56:00-04:00,"Step Aside, China: Earnings Dominate, With Target Impressing But Lowe's, Nordstrom Not"
